school,professor,old_summary_length,new_summary_length,display_summary
서울대학교,남기태,303,48,"남기태 교수님은 재료공학, 생체모사 재료과학, 바이러스 기반 배터리 분야를 연구합니다."
서울대학교,도준상,303,54,"도준상 교수님은 재료공학, 암 면역치료 생체재료, 면역세포 기능 제어 생체재료 분야를 연구합니다."
서울대학교,류일,303,43,"류일 교수님은 재료공학, 소성 변형 메커니즘, 전위 동역학 분야를 연구합니다."
서울대학교,박민혁,302,52,"박민혁 교수님은 재료공학, HfO2 강유전체, 강유전/반강유전 에너지 저장 분야를 연구합니다."
서울대학교,박은수,303,52,"박은수 교수님은 반도체 회로/SoC/AI하드웨어, 재료공학, 벌크 금속유리 분야를 연구합니다."
서울대학교,박주혁,303,56,"박주혁 교수님은 재료공학, 스마트 고분자 가공, 형상기억 고분자 마이크로/나노구조 분야를 연구합니다."
서울대학교,박찬,302,39,"박찬 교수님은 재료공학, 열전재료, 고효율 열전소재 분야를 연구합니다."
서울대학교,서준민,303,50,"서준민 교수님은 재료공학, 첨단 반도체 소재/소자, 지능형 센서 시스템 분야를 연구합니다."
서울대학교,선정윤,243,50,"선정윤 교수님은 재료공학, 다기능 소프트 소재, 생체모사 이온성 신경계 분야를 연구합니다."
서울대학교,손준우,249,42,"손준우 교수님은 재료공학, 전이금속 산화물, 양자 산화물 분야를 연구합니다."
서울대학교,안철희,297,46,"안철희 교수님은 재료공학, 고분자 약물전달, 암 치료 나노전달체 분야를 연구합니다."
서울대학교,유웅렬,366,54,"유웅렬 교수님은 섬유 및 복합재료, 구조 배터리 복합재, 음극재 및 시뮬레이션 분야를 연구합니다."
서울대학교,유효빈,303,59,"유효빈 교수님은 재료공학, MEMS-TEM 융합, 작동 중 전자/전기화학 소자 원자구조 분야를 연구합니다."
서울대학교,이경우,241,44,"이경우 교수님은 재료공학, 철강 제조공정, 제강 공정 최적화 분야를 연구합니다."
서울대학교,이관형,303,48,"이관형 교수님은 재료공학, 2D 소재 전자구조, 그래핀/TMD 소자 분야를 연구합니다."
서울대학교,이명규,217,40,"이명규 교수님은 재료공학, 재료역학, 금속 변형/파괴 분야를 연구합니다."
서울대학교,이명재,296,42,"이명재 교수님은 재료공학, 나노광구조 제작, 광전자 변환 분야를 연구합니다."
서울대학교,이태우,304,56,"이태우 교수님은 신축성 OLED, 페로브스카이트 LED, 페로브스카이트 디스플레이 분야를 연구합니다."
서울대학교,장혜진,241,46,"장혜진 교수님은 재료공학, 열전도도 측정, 소형 전자기기 열관리 분야를 연구합니다."
서울대학교,장호원,303,48,"장호원 교수님은 재료공학, 산화물 박막 나노구조, 원자층 제어 박막 분야를 연구합니다."
서울대학교,정성균,303,53,"정성균 교수님은 재료공학, 에너지 저장/변환 신소재, 배터리 계면 X선 분석 분야를 연구합니다."
서울대학교,정우철,302,49,"정우철 교수님은 재료공학, 고체산화물 연료전지, 전기화학 촉매 안정화 분야를 연구합니다."
서울대학교,정인호,194,41,"정인호 교수님은 재료공학, 계산 열역학, 상평형/상변태 분야를 연구합니다."
서울대학교,주영창,235,58,"주영창 교수님은 반도체 회로/SoC/AI하드웨어, 패키징/인터커넥트/신뢰성, 재료공학 분야를 연구합니다."
서울대학교,최인석,245,41,"최인석 교수님은 재료공학, 고강도/고온 합금, 나노역학 분야를 연구합니다."
서울대학교,한승우,302,56,"한승우 교수님은 재료공학, 제일원리 반도체 메모리 계산, PRAM 저항 drift 분야를 연구합니다."
서울대학교,한정우,288,41,"한정우 교수님은 재료공학, 수전해 촉매, 연료전지 촉매 분야를 연구합니다."
서울대학교,한준규,248,52,"한준규 교수님은 전력전자/전력변환/전력무결성, 재료공학, 3D 반도체 집적 분야를 연구합니다."
서울대학교,한흥남,360,62,"한흥남 교수님은 리튬이온배터리 충방전 시뮬레이션, 배터리 유한요소 모델, 전극 변형 수치해석 분야를 연구합니다."
서울대학교,홍성현,344,57,"홍성현 교수님은 분말 합성 및 공정, 양극 및 음극 전극 소재, 이차전지 전극 소재 분야를 연구합니다."
서울대학교,황철성,303,51,"황철성 교수님은 재료공학, 차세대 비휘발성 메모리 박막, 강유전체 메모리 분야를 연구합니다."
서울대학교,고형석,122,44,"고형석 교수님은 컴퓨터 애니메이션, 디지털액터, 디지털 액터 분야를 연구합니다."
서울대학교,곽정훈,137,50,"곽정훈 교수님은 퀀텀닷 디스플레이, 유기반도체소자(열전소자, 뉴로몰픽) 분야를 연구합니다."
서울대학교,권성훈,154,50,"권성훈 교수님은 면역 데이터 분석, 생체분자정보 생산 및 분석, 딥러닝 분야를 연구합니다."
서울대학교,김남수,147,38,"김남수 교수님은 음성음향신호처리, 통신, 음성인식 분야를 연구합니다."
서울대학교,김성재,178,60,"김성재 교수님은 액체 반도체, 바이오센서, 나노 채널에서의 비선형 전기수력학 (나노기술) 분야를 연구합니다."
서울대학교,김성철,134,35,"김성철 교수님은 무선통신, 채널, 전력선통신 분야를 연구합니다."
서울대학교,김영민,181,43,"김영민 교수님은 3차원 비전, 3D 비전, 컴퓨터 그래픽스 분야를 연구합니다."
서울대학교,김장우,128,44,"김장우 교수님은 컴퓨터 구조, 시스템 설계, 컴퓨터 아키텍처 분야를 연구합니다."
서울대학교,김재준,183,53,"김재준 교수님은 디지털 집적 회로 및 시스템 설계, 집적회로, 뉴럴 네트워크 분야를 연구합니다."
서울대학교,김재하,179,44,"김재하 교수님은 집적회로 설계 및 검증, 설계자동화, 고성능 분야를 연구합니다."
서울대학교,김진수,124,41,"김진수 교수님은 웨어러블 로봇, 로보틱스, 엑소스켈레톤 분야를 연구합니다."
서울대학교,김태환,176,50,"김태환 교수님은 임베디드 시스템 설계, 저전력 설계, 임베디드 하드웨어 분야를 연구합니다."
서울대학교,남동욱,175,58,"남동욱 교수님은 광집적회로 및 양자기술, 반도체공정, 반도체 회로/SoC/AI하드웨어 분야를 연구합니다."
서울대학교,도재영,139,40,"도재영 교수님은 생성형 AI, 머신러닝, 자연어 처리 분야를 연구합니다."
서울대학교,문수묵,125,36,"문수묵 교수님은 컴파일러, 가상머신, 블록체인 분야를 연구합니다."
서울대학교,문태섭,120,45,"문태섭 교수님은 적응형 기계학습, 신뢰가능 AI, 데이터 응용 분야를 연구합니다."
서울대학교,박남규,162,35,"박남규 교수님은 나노광학, 메타물질, 광통신 분야를 연구합니다."
서울대학교,박세웅,198,62,"박세웅 교수님은 네트워크 디자인 및 성능분석, 무선 네트워크, 네트워크 디자인 및 성능 분석 분야를 연구합니다."
서울대학교,박재형,140,40,"박재형 교수님은 홀로그래피, VR 디스플레이, 광공학 분야를 연구합니다."
서울대학교,박준석,234,60,"박준석 교수님은 디지털 집적 회로 및 시스템 설계, AI 시스템-온-칩, 디지털 집적회로 분야를 연구합니다."
서울대학교,백윤흥,139,55,"백윤흥 교수님은 소프트웨어와 시스템의 보안, 보안을 위한 하드웨어, 지능형 보안 분야를 연구합니다."
서울대학교,서승우,153,39,"서승우 교수님은 지능형 자동차, 정보보안, 로보틱스 분야를 연구합니다."
서울대학교,서종모,180,34,"서종모 교수님은 신경접속, 의공학, 안과학 분야를 연구합니다."
서울대학교,서지원,140,56,"서지원 교수님은 머신러닝 시스템, 생성형 AI (LLM) 최적화, 빅데이터 시스템 분야를 연구합니다."
서울대학교,신종원,218,61,"신종원 교수님은 전력전자 및 전력변환 시스템, 전력 모듈 패키징, 패키징/인터커넥트/신뢰성 분야를 연구합니다."
서울대학교,신형철,218,58,"신형철 교수님은 반도체 소자 및 회로, 반도체 소자/집적회로, 반도체 소자/공정/박막 분야를 연구합니다."
서울대학교,심규석,133,53,"심규석 교수님은 데이타마이닝 및 데이터베이스, 데이타 마이닝, 스트림 데이타 분야를 연구합니다."
서울대학교,심병효,192,46,"심병효 교수님은 이동통신, 신호처리, AI/머신러닝/데이터시스템 분야를 연구합니다."
서울대학교,심재웅,213,67,"심재웅 교수님은 컴퓨터 구조 및 시스템, 반도체 회로/SoC/AI하드웨어, AI/머신러닝/데이터시스템 분야를 연구합니다."
서울대학교,심형보,232,39,"심형보 교수님은 제어이론, 동적시스템, 동적 시스템 분야를 연구합니다."
서울대학교,양인순,188,44,"양인순 교수님은 학습 및 의사결정 시스템, 강화학습, 최적화 분야를 연구합니다."
서울대학교,양현종,172,48,"양현종 교수님은 통신 시스템, 분산 학습 시스템, 커넥티드 로보틱스 분야를 연구합니다."
서울대학교,오성회,163,42,"오성회 교수님은 로봇학습, 로보틱스, 제어/로봇/자율주행 분야를 연구합니다."
서울대학교,오정석,157,41,"오정석 교수님은 메타표면, 안테나, RF회로 및 시스템 분야를 연구합니다."
서울대학교,유담,220,47,"유담 교수님은 집적회로, 바이오메디컬 및 초음파 시스템, 머신러닝 분야를 연구합니다."
서울대학교,유선규,139,41,"유선규 교수님은 광자 컴퓨팅, 무질서 광학, 양자 광학 분야를 연구합니다."
서울대학교,윤상원,187,59,"윤상원 교수님은 반도체 패키징, 모빌리티용 전기 및 전자부품, 패키징/인터커넥트/신뢰성 분야를 연구합니다."
서울대학교,윤성로,124,51,"윤성로 교수님은 인공지능 (Physical AI, 생성형 AI, 머신러닝 분야를 연구합니다."
서울대학교,윤용태,162,52,"윤용태 교수님은 전력경제, 송전망운영과 설계, 전력전자/전력변환/전력무결성 분야를 연구합니다."
서울대학교,이경무,158,38,"이경무 교수님은 컴퓨터 비젼, 머신러닝, 영상처리 분야를 연구합니다."
서울대학교,이경한,187,52,"이경한 교수님은 네트워크 시스템, 네트워크 컴퓨팅 아키텍처, 모바일 컴퓨팅 분야를 연구합니다."
서울대학교,이규섭,153,42,"이규섭 교수님은 전력계통, DC 전력망, 멀티에너지시스템 분야를 연구합니다."
서울대학교,이병영,193,58,"이병영 교수님은 컴퓨터 보안, 소프트웨어 및 운영체제 보안, 데이터 및 개인정보 보호 분야를 연구합니다."
서울대학교,이수연,219,67,"이수연 교수님은 산화물 박막 소자 디스플레이 보상회로, 반도체 소자/집적회로, 반도체 소자/공정/박막 분야를 연구합니다."
서울대학교,이재상,243,63,"이재상 교수님은 반도체 광전소자 물리 및 공정, 생성형 AI 기반 설계, 고성능 메커니즘 연구 분야를 연구합니다."
서울대학교,이정우,184,42,"이정우 교수님은 머신러닝, 통신이론, 딥러닝 및 강화학습 분야를 연구합니다."
서울대학교,이종호 (B),178,66,"이종호 (B) 교수님은 영상과학, 바이오메디컬 영상 AI, 영상신호처리 바이오메디컬 영상학 및 AI 분야를 연구합니다."
서울대학교,이종호,252,58,"이종호 교수님은 반도체 재료 및 소자, 반도체 소자/집적회로, 반도체 소자/공정/박막 분야를 연구합니다."
서울대학교,이진규,178,43,"이진규 교수님은 제어이론, 동적시스템, 제어/로봇/자율주행 분야를 연구합니다."
서울대학교,이진호,185,61,"이진호 교수님은 인공지능 시스템 및 최적화, 컴퓨터 구조, 반도체 회로/SoC/AI하드웨어 분야를 연구합니다."
서울대학교,이철호,222,62,"이철호 교수님은 차세대 반도체 소자 및 재료, 반도체 소자/집적회로, 반도체 소자/공정/박막 분야를 연구합니다."
서울대학교,이혁재,160,49,"이혁재 교수님은 컴퓨터구조 및 병렬처리, 내장형 시스템, 컴퓨터 구조 분야를 연구합니다."
서울대학교,전세영,187,46,"전세영 교수님은 신호처리, 계산영상, AI/머신러닝/데이터시스템 분야를 연구합니다."
서울대학교,정교민,135,38,"정교민 교수님은 머신러닝, 딥 러닝, 자연어 처리 분야를 연구합니다."
서울대학교,정규원,244,59,"정규원 교수님은 반도체 소자, AI/머신러닝/데이터시스템, AI/머신러닝/데이터사이언스 분야를 연구합니다."
서울대학교,정윤찬,160,46,"정윤찬 교수님은 레이저 및 양자전자, 디스플레이/포토닉스/광전자 분야를 연구합니다."
서울대학교,조남익,144,34,"조남익 교수님은 디지털신호, 영상, 비디오 분야를 연구합니다."
서울대학교,최성휘,223,42,"최성휘 교수님은 전력변환시스템, 전력 컨버터, 모터 제어 분야를 연구합니다."
서울대학교,최완,150,35,"최완 교수님은 무선통신, 기계학습, 신호처리 분야를 연구합니다."
서울대학교,최우석,193,65,"최우석 교수님은 집적회로 및 시스템 설계, 반도체 회로/SoC/AI하드웨어, 반도체 소자/집적회로 분야를 연구합니다."
서울대학교,최우열,225,50,"최우열 교수님은 초고주파 집적 회로 설계 및 계측, 전파공학, 집적회로 분야를 연구합니다."
서울대학교,최우영,142,44,"최우영 교수님은 반도체 소자, 차세대 메모리, 비메모리 소자 분야를 연구합니다."
서울대학교,최재혁,188,55,"최재혁 교수님은 반도체회로 및 시스템 설계, 집적회로 및 시스템 설계, 아날로그 분야를 연구합니다."
서울대학교,최종현,156,41,"최종현 교수님은 컴퓨터 비전, 머신러닝, 멀티모달 AI 분야를 연구합니다."
서울대학교,최준원,167,38,"최준원 교수님은 로봇인지, 자율주행, 센서신호처리 분야를 연구합니다."
서울대학교,하정익,163,53,"하정익 교수님은 전력 전자 및 전기에너지 변환, 전력전자, 전기 에너지 변환 분야를 연구합니다."
서울대학교,한보형,130,53,"한보형 교수님은 반도체 회로/SoC/AI하드웨어, AI/머신러닝/데이터시스템 분야를 연구합니다."
서울대학교,한승용,159,63,"한승용 교수님은 초전도 응용 기기, 전력전자/전력변환/전력무결성, 전력전자/전력계통/전기에너지 분야를 연구합니다."
서울대학교,홍성수,130,41,"홍성수 교수님은 실시간시스템, 미들웨어, 실시간 시스템 분야를 연구합니다."
서울대학교,홍성완,196,57,"홍성완 교수님은 반도체 집적회로 및 시스템 설계, ✓ 아날로그 및 전력관리 집적회로 분야를 연구합니다."
서울대학교,홍용택,200,43,"홍용택 교수님은 유연성, 신축성 전자 소자 및 회로, 유기 분야를 연구합니다."
서울대학교,강유,303,34,"강유 교수님은 딥러닝, 기계 학습, 그래프 분야를 연구합니다."
서울대학교,곽노준,122,57,"곽노준 교수님은 컴퓨터비전/멀티모달/영상이해, AI/머신러닝/데이터마이닝, 패턴인식 분야를 연구합니다."
서울대학교,권가진,149,46,"권가진 교수님은 AI/머신러닝/데이터마이닝, 학습기술, 협동학습 분야를 연구합니다."
서울대학교,권태경,303,55,"권태경 교수님은 네트워크/무선통신/모바일컴퓨팅, 무선 네트워크, 모바일 네트워크 분야를 연구합니다."
서울대학교,김건희,303,61,"김건희 교수님은 컴퓨터비전/멀티모달/영상이해, AI/머신러닝/데이터마이닝, 시각-언어 모델 분야를 연구합니다."
서울대학교,김선,303,59,"김선 교수님은 생물정보, 바이오인포매틱스/헬스AI/생명정보, AI/머신러닝/데이터마이닝 분야를 연구합니다."
서울대학교,김지홍,303,56,"김지홍 교수님은 플래시 메모리 시스템, 소프트웨어 최적화, 스마트 디바이스 최적화 분야를 연구합니다."
서울대학교,김진수,303,47,"김진수 교수님은 운영체제, 스토리지 시스템, 병렬 및 분산 컴퓨팅 분야를 연구합니다."
서울대학교,김창순,48,43,"김창순 교수님은 광전자소자, 이온트랩 양자컴퓨터, 나노광학 분야를 연구합니다."
서울대학교,김태현,303,67,"김태현 교수님은 양자 컴퓨터 하드웨어 개발, 양자 암호 및 양자 중계기, 양자 알고리즘 및 양자 정보 분야를 연구합니다."
서울대학교,문병로,303,47,"문병로 교수님은 최적화 이론 및 응용, 유전 알고리즘, 금융 공학 분야를 연구합니다."
서울대학교,민하오 추이(최민호),303,71,"민하오 추이(최민호) 교수님은 그래픽스 및 사람 중심 컴퓨팅, 네트워크/무선통신/모바일컴퓨팅, 미래 무선통신 분야를 연구합니다."
서울대학교,박경수,98,63,"박경수 교수님은 고성능 네트워크 시스템 설계, AI를 위한 시스템 지원 기술, 컴퓨터 네트워킹 분야를 연구합니다."
서울대학교,박재식,303,68,"박재식 교수님은 컴퓨터비전/멀티모달/영상이해, 컴퓨터그래픽스/시뮬레이션/Physical AI, 로보틱스 분야를 연구합니다."
서울대학교,박재흥,116,51,"박재흥 교수님은 로봇/피지컬 AI/동작학습, 로봇 제어, 휴머노이드 로봇 분야를 연구합니다."
서울대학교,서봉원,144,68,"서봉원 교수님은 반도체 회로/SoC/AI하드웨어, Human-centered computing, HCI 분야를 연구합니다."
서울대학교,서진욱,303,58,"서진욱 교수님은 정보시각화, Human-Computer Interaction, HCI 분야를 연구합니다."
서울대학교,송용수,273,44,"송용수 교수님은 알고리즘 및 정보 보안, 암호학, 프라이버시 분야를 연구합니다."
서울대학교,송현오,228,57,"송현오 교수님은 통계 학습, AI/머신러닝/데이터마이닝, 로봇/피지컬 AI/동작학습 분야를 연구합니다."
서울대학교,안정호,134,55,"안정호 교수님은 반도체 회로/SoC/AI하드웨어, 컴퓨터 아키텍처, 병렬 컴퓨팅 분야를 연구합니다."
서울대학교,엄현상,303,42,"엄현상 교수님은 시스템 소프트웨어, 분산시스템, 운영체제 분야를 연구합니다."
서울대학교,에거 버나드,303,46,"에거 버나드 교수님은 컴퓨터 시스템, 임베디드 시스템, 컴파일러 분야를 연구합니다."
서울대학교,원정담,303,68,"원정담 교수님은 컴퓨터그래픽스/시뮬레이션/Physical AI, 로봇/피지컬 AI/동작학습, 동작 생성 분야를 연구합니다."
서울대학교,유승주,302,67,"유승주 교수님은 컴퓨터구조 및 임베디드 시스템, 반도체 회로/SoC/AI하드웨어, 메모리 중심 컴퓨팅 분야를 연구합니다."
서울대학교,유영재,302,60,"유영재 교수님은 반도체 회로/SoC/AI하드웨어, AI/머신러닝/데이터마이닝, 자연어처리 분야를 연구합니다."
서울대학교,유재민,303,54,"유재민 교수님은 데이터 중심 인공지능, 테이블 파운데이션 모델, 그래프 신경망 분야를 연구합니다."
서울대학교,이광근,303,44,"이광근 교수님은 프로그래밍 언어, 정적 분석, 프로그램 분석 분야를 연구합니다."
서울대학교,이교구,136,59,"이교구 교수님은 음성/오디오/음악정보검색, AI/머신러닝/데이터마이닝, 오디오 신호처리 분야를 연구합니다."
서울대학교,이상구,303,65,"이상구 교수님은 데이터 시스템, 이미지를 생성하고 변형하는 컴퓨터비전, AI/머신러닝/데이터마이닝 분야를 연구합니다."
서울대학교,이영기,303,68,"이영기 교수님은 그래픽스 및 사람 중심 컴퓨팅, 휴먼–컴퓨터 인터랙션 기술을 혁신하고, 온디바이스 AI 분야를 연구합니다."
서울대학교,이원종,137,50,"이원종 교수님은 네트워크/무선통신/모바일컴퓨팅, 통신 시스템, 신호처리 분야를 연구합니다."
서울대학교,이재욱,302,63,"이재욱 교수님은 컴퓨터구조 및 임베디드 시스템, 반도체 회로/SoC/AI하드웨어, 병렬 컴퓨팅 분야를 연구합니다."
서울대학교,이재진,303,58,"이재진 교수님은 시스템 소프트웨어, 반도체 회로/SoC/AI하드웨어, 프로그래밍 모델 분야를 연구합니다."
서울대학교,이제희,303,63,"이제희 교수님은 물리 기반 동작 제어, 데이터 기반 동작 학습 및 생성, 사실적인 인체 모델링 분야를 연구합니다."
서울대학교,이중식,137,63,"이중식 교수님은 사용자 경험, User experience, interaction design 분야를 연구합니다."
서울대학교,이창건,303,61,"이창건 교수님은 네트워크/무선통신/모바일컴퓨팅, 실시간 임베디드 시스템, 멀티미디어 시스템 분야를 연구합니다."
서울대학교,장병탁,303,65,"장병탁 교수님은 뉴런, 브레인 수준에서의 인지적 바이오정보처리 모델을, AI/머신러닝/데이터마이닝 분야를 연구합니다."
서울대학교,전병곤,303,52,"전병곤 교수님은 시스템 소프트웨어, 클라우드 컴퓨팅, 모빌 클라우드 시스템 분야를 연구합니다."
서울대학교,정대룡,303,45,"정대룡 교수님은 시스템 소프트웨어, 하이퍼바이저, 시스템 보안 분야를 연구합니다."
서울대학교,주한별,259,56,"주한별 교수님은 이와 관련된 컴퓨터 비젼, 머신러닝, 컴퓨터비전/멀티모달/영상이해 분야를 연구합니다."
서울대학교,최수연,368,55,"최수연 교수님은 계산 디스플레이, AR/VR 디스플레이, 공간 컴퓨팅 디스플레이 분야를 연구합니다."
서울대학교,췐링 판(범성림),303,63,"췐링 판(범성림) 교수님은 알고리즘 및 정보 보안, AI/머신러닝/데이터마이닝, 알고리즘 이론 분야를 연구합니다."
서울대학교,하순회,303,66,"하순회 교수님은 하드웨어-소프트웨어 통합설계 방법론, 병렬 임베디드 시스템 설계, 임베디드 딥 러닝 분야를 연구합니다."
서울대학교,허충길,295,49,"허충길 교수님은 프로그래밍 원리 및 도구, 소프트웨어 검증, 정리증명 분야를 연구합니다."
서울대학교,황승원,293,53,"황승원 교수님은 AI/머신러닝/데이터마이닝, 자연어 이해, 지식 데이터 지능 분야를 연구합니다."
서울대학교,강지형,116,40,"강지형 교수님은 유기화학, 고분자/재료화학, 나노화학 분야를 연구합니다."
서울대학교,김경택,119,40,"김경택 교수님은 유기화학, 고분자/재료화학, 나노화학 분야를 연구합니다."
서울대학교,김상민,111,40,"김상민 교수님은 무기화학, 유기화학, 고분자/재료화학 분야를 연구합니다."
서울대학교,김석희,81,38,"김석희 교수님은 생화학, 생체분자, 천연물 생합성 분야를 연구합니다."
서울대학교,김성연,87,34,"김성연 교수님은 생화학, 뇌과학, 신경화학 분야를 연구합니다."
서울대학교,김예진,110,38,"김예진 교수님은 물리화학, 나노화학, 에너지/환경 분야를 연구합니다."
서울대학교,김지환,177,41,"김지환 교수님은 물리화학, 나노화학, 빛-분자 상호작용 분야를 연구합니다."
서울대학교,남좌민,108,40,"남좌민 교수님은 무기화학, 고분자/재료화학, 나노화학 분야를 연구합니다."
서울대학교,데이비드 첸,79,37,"데이비드 첸 교수님은 유기화학, 촉매, 촉매반응 분야를 연구합니다."
서울대학교,민달희,110,39,"민달희 교수님은 생화학, 유기화학, 고분자/재료화학 분야를 연구합니다."
서울대학교,박승범,92,34,"박승범 교수님은 생화학, 유기화학, 치료제 분야를 연구합니다."
서울대학교,서필준,180,36,"서필준 교수님은 생화학, 크로마틴, 후성유전학 분야를 연구합니다."
서울대학교,석차옥,100,37,"석차옥 교수님은 물리화학, 이론/계산, 생체분자 분야를 연구합니다."
서울대학교,손병혁,108,42,"손병혁 교수님은 고분자/재료화학, 나노화학, 고분자 합성 분야를 연구합니다."
서울대학교,손창윤,126,39,"손창윤 교수님은 생화학, 물리화학, 고분자/재료화학 분야를 연구합니다."
서울대학교,송윤주,91,36,"송윤주 교수님은 생화학, 무기화학, 단백질공학 분야를 연구합니다."
서울대학교,신석민,102,37,"신석민 교수님은 물리화학, 이론/계산, 자가조립 분야를 연구합니다."
서울대학교,이남기,98,38,"이남기 교수님은 생화학, 물리화학, 단분자 이미징 분야를 연구합니다."
서울대학교,이동환,118,40,"이동환 교수님은 무기화학, 유기화학, 고분자/재료화학 분야를 연구합니다."
서울대학교,이승훈,99,37,"이승훈 교수님은 물리화학, 이론/계산, 전자전달 분야를 연구합니다."
서울대학교,이연,109,42,"이연 교수님은 생화학, 고분자/재료화학, 외부 신호 응답 분야를 연구합니다."
서울대학교,이윤호,103,38,"이윤호 교수님은 무기화학, 에너지/환경, 전자전달 분야를 연구합니다."
서울대학교,이은성,114,42,"이은성 교수님은 무기화학, 고분자/재료화학, 에너지/환경 분야를 연구합니다."
서울대학교,이정호,90,34,"이정호 교수님은 생화학, 물리화학, 분광학 분야를 연구합니다."
서울대학교,이준석,184,34,"이준석 교수님은 생화학, 유기화학, 치료제 분야를 연구합니다."
서울대학교,이철범,93,41,"이철범 교수님은 유기화학, 유기금속화학, 유기금속 촉매 분야를 연구합니다."
서울대학교,이현우,179,35,"이현우 교수님은 생화학, 유기화학, 생체분자 분야를 연구합니다."
서울대학교,이형호,83,38,"이형호 교수님은 생화학, 생체분자, 천연물 생합성 분야를 연구합니다."
서울대학교,이홍근,98,37,"이홍근 교수님은 유기화학, 에너지/환경, 고분자 분야를 연구합니다."
서울대학교,임종우,189,40,"임종우 교수님은 분석화학, 물리화학, 고분자/재료화학 분야를 연구합니다."
서울대학교,정연준,104,37,"정연준 교수님은 물리화학, 이론/계산, 나노화학 분야를 연구합니다."
서울대학교,정택동,103,38,"정택동 교수님은 분석화학, 나노화학, 에너지/환경 분야를 연구합니다."
서울대학교,주상훈,112,40,"주상훈 교수님은 무기화학, 고분자/재료화학, 나노화학 분야를 연구합니다."
서울대학교,홍병희,113,40,"홍병희 교수님은 물리화학, 고분자/재료화학, 나노화학 분야를 연구합니다."
서울대학교,홍승윤,101,41,"홍승윤 교수님은 유기화학, 주족원소화학, 주족원소 촉매 분야를 연구합니다."
서울대학교,황윤정,123,40,"황윤정 교수님은 분석화학, 물리화학, 고분자/재료화학 분야를 연구합니다."
서울대학교,강종헌,303,46,"강종헌 교수님은 공정시스템, 무기 및 전기전자 소재, 다공성소재 분야를 연구합니다."
서울대학교,김대형,325,53,"김대형 교수님은 무기 및 전기전자 소재, 소프트 일렉트로닉스, 유연 전자소자 분야를 연구합니다."
서울대학교,김도희,303,35,"김도희 교수님은 공정시스템, 촉매, 반응공학 분야를 연구합니다."
서울대학교,김병수,159,44,"김병수 교수님은 생물 및 환경, 재생 바이오 의공학, 면역학 분야를 연구합니다."
서울대학교,김소연,303,42,"김소연 교수님은 고분자 및 유기 소재, 콜로이드, 배터리 분야를 연구합니다."
서울대학교,김연상,302,55,"김연상 교수님은 무기 및 전기전자 소재, 고분자 및 유기 소재, 나노계면소재공정 분야를 연구합니다."
서울대학교,김정욱,302,51,"김정욱 교수님은 고분자 및 유기 소재, 생물 및 환경, 고분자 의생명공학 분야를 연구합니다."
서울대학교,김준원,303,39,"김준원 교수님은 생물 및 환경, 단백질, 효소 공학 분야를 연구합니다."
서울대학교,김지현,302,52,"김지현 교수님은 공정시스템, 반도체 공정, 반도체 회로/SoC/AI하드웨어 분야를 연구합니다."
서울대학교,남재욱,383,43,"남재욱 교수님은 고분자 및 유기 소재, 미세유체, 코팅공정 분야를 연구합니다."
서울대학교,류재윤,303,53,"류재윤 교수님은 무기 및 전기전자 소재, 고분자 및 유기 소재, 물리전기화학 분야를 연구합니다."
서울대학교,박정원,303,45,"박정원 교수님은 무기 및 전기전자 소재, 물리화학, 재료 물리 분야를 연구합니다."
서울대학교,백승렬,303,36,"백승렬 교수님은 생물 및 환경, 생화학, 무기 분야를 연구합니다."
서울대학교,서상우,303,39,"서상우 교수님은 생물 및 환경, 시스템, 합성생물학 분야를 연구합니다."
서울대학교,성영은,303,45,"성영은 교수님은 무기 및 전기전자 소재, 전기화학에너지, 촉매 분야를 연구합니다."
서울대학교,안경현,302,36,"안경현 교수님은 공정시스템, 미세유변학, 공정 분야를 연구합니다."
서울대학교,오준학,302,53,"오준학 교수님은 무기 및 전기전자 소재, 고분자 및 유기 소재, 고분자 재료 분야를 연구합니다."
서울대학교,유동원,303,46,"유동원 교수님은 고분자 및 유기 소재, 생물 및 환경, 유기합성 분야를 연구합니다."
서울대학교,윤제용,303,46,"윤제용 교수님은 생물 및 환경, 물환경에너지공학, 기후에너지정책 분야를 연구합니다."
서울대학교,윤태준,303,36,"윤태준 교수님은 공정시스템, 열역학, 분리공정 분야를 연구합니다."
서울대학교,이건희,303,51,"이건희 교수님은 무기 및 전기전자 소재, 전기화학적 이산화탄소포집, 전환 분야를 연구합니다."
서울대학교,이규태,296,46,"이규태 교수님은 무기 및 전기전자 소재, 전기화학공학, 이차전지 분야를 연구합니다."
서울대학교,이원보,303,46,"이원보 교수님은 공정시스템, 고분자 및 유기 소재, 나노재료이론 분야를 연구합니다."
서울대학교,이종민,303,38,"이종민 교수님은 공정시스템, 에너지공정공학, 공정 분야를 연구합니다."
서울대학교,이종찬,303,44,"이종찬 교수님은 고분자 및 유기 소재, 고분자화학, 전기화학 분야를 연구합니다."
서울대학교,이창하,303,38,"이창하 교수님은 공정시스템, 생물 및 환경, 공정 분야를 연구합니다."
서울대학교,정상택,302,39,"정상택 교수님은 생물 및 환경, 항체, 단백질 공학 분야를 연구합니다."
서울대학교,정유성,303,37,"정유성 교수님은 공정시스템, 계산 화학, 데이터 분야를 연구합니다."
서울대학교,정인,303,45,"정인 교수님은 무기 및 전기전자 소재, 무기화학, 소재 디자인 분야를 연구합니다."
